locality,municipality,state,postcode,lat,long,bnelat,bnelong,bswlat,bswlong
"Calavos","Bundaberg Regional","Queensland",4670,-24.938933,152.438675,-24.896645,152.468802,-24.972213,152.390556
"Calen","Mackay Regional","Queensland",4798,-20.900000,148.766667,-20.855501,148.845225,-20.934945,148.657466
"Calico Creek","Gympie Regional","Queensland",4570,-26.303916,152.644228,-26.277216,152.672269,-26.324942,152.623800
"Callemondah","Gladstone Regional","Queensland",4680,-23.859661,151.223887,-23.792896,151.252266,-23.870012,151.157547
"Calliope (Qld)","Gladstone Regional","Queensland",4680,-24.013745,151.207837,-23.959210,151.288296,-24.131657,151.110247
"Caloundra","Sunshine Coast Regional","Queensland",4551,-26.799000,153.133000,-26.784615,153.139592,-26.810269,153.116443
"Caloundra West","Sunshine Coast Regional","Queensland",4551,-26.807000,153.109000,-26.785385,153.124430,-26.827056,153.080304
"Calvert (Qld)","Ipswich City","Queensland",4340,-27.672914,152.503254,-27.617771,152.547799,-27.718524,152.469441
"Cambooya","Toowoomba Regional","Queensland",4358,-27.711840,151.857011,-27.672389,151.934373,-27.785289,151.769199
"Cambroon","Sunshine Coast Regional","Queensland",4552,-26.637656,152.691634,-26.621532,152.729811,-26.683578,152.624643
"Camira (Qld)","Ipswich City","Queensland",4300,-27.634492,152.916039,-27.612124,152.939389,-27.657830,152.900879
"Camooweal","Mount Isa City","Queensland",4828,-19.920667,138.121332,-19.181252,139.205284,-20.231209,137.995955
"Camp Creek (Qld)","Cassowary Coast Regional","Queensland",4871,-17.623095,145.956046,-17.597171,145.994203,-17.636667,145.920266
"Camp Hill","Brisbane City","Queensland",4152,-27.501000,153.079000,-27.480915,153.088335,-27.513790,153.063022
"Camp Mountain","Moreton Bay Regional","Queensland",4520,-27.395000,152.873611,-27.377532,152.904827,-27.417915,152.846270
"Campaspe","Campaspe Shire","Victoria",,-36.308533,144.697277,-35.884139,145.157558,-36.762612,144.259311
"Campwin Beach","Mackay Regional","Queensland",4737,-21.379838,149.306682,-21.369264,149.318046,-21.386379,149.298558
"Cania","North Burnett Regional","Queensland",4630,-24.660675,150.962925,-24.392080,151.117735,-24.735243,150.818773
"Canina","Gympie Regional","Queensland",4570,-26.140565,152.750025,-26.109436,152.771961,-26.172755,152.713538
"Canningvale","Yarra City","Victoria",3121,-37.828235,144.996502,0.000000,0.000000,0.000000,0.000000
"Cannon Hill","Brisbane City","Queensland",4170,-27.473000,153.097000,-27.457599,153.112768,-27.487155,153.079054
"Cannon Valley","Whitsunday Regional","Queensland",4800,-20.314718,148.651555,-20.289942,148.689402,-20.345043,148.620151
"Cannonvale","Whitsunday Regional","Queensland",4802,-20.278703,148.699436,-20.263044,148.709347,-20.296910,148.670245
"Canungra","Scenic Rim Regional","Queensland",4275,-28.017160,153.164720,-27.993742,153.176232,-28.082615,153.095599
"Capalaba","Redland City","Queensland",4157,-27.522994,153.192700,-27.513398,153.235051,-27.568497,153.171944
"Cape Cleveland","Townsville City","Queensland",4810,-19.353856,147.030141,-19.181764,147.120237,-19.446877,146.902725
"Cape Conway","Whitsunday Regional","Queensland",4800,-20.397109,148.781810,-20.276681,148.931506,-20.545426,148.650435
"Cape Tribulation","Douglas Shire","Queensland",4873,-16.087789,145.454776,-15.915000,145.479941,-16.145956,145.361592
"Capella","Central Highlands Regional","Queensland",4723,-23.080609,148.024251,-23.064388,148.040942,-23.104428,148.006184
"Captain Creek","Gladstone Regional","Queensland",4677,-24.271531,151.770729,-24.212452,151.842165,-24.350250,151.698796
"Captains Mountain","Toowoomba Regional","Queensland",4357,-27.916667,151.150000,0.000000,0.000000,0.000000,0.000000
"Caravonica","Cairns Regional","Queensland",4878,-16.867222,145.688056,-16.849041,145.695811,-16.871998,145.672059
"Carbrook","Logan City","Queensland",4130,-27.687086,153.276025,-27.647377,153.290351,-27.697517,153.215110
"Cardwell","Cassowary Coast Regional","Queensland",4849,-18.265496,146.025807,-18.240822,146.074744,-18.300464,145.958045
"Carina (Qld)","Brisbane City","Queensland",4152,-27.485833,153.100000,-27.473719,153.120815,-27.500732,153.085218
"Carina Heights","Brisbane City","Queensland",4152,-27.507000,153.093000,-27.495640,153.100529,-27.517613,153.075807
"Carindale","Brisbane City","Queensland",4152,-27.509500,153.114855,-27.486521,153.125777,-27.536374,153.097281
"Carmila","Isaac Regional","Queensland",4739,-21.916090,149.349092,-21.744603,149.491173,-22.015532,149.244549
"Carmoo","Cassowary Coast Regional","Queensland",4852,-17.946354,146.044509,-17.936171,146.064858,-17.959584,146.020626
"Carole Park","Ipswich City","Queensland",4300,-27.616667,152.933333,-27.606880,152.941656,-27.636191,152.915249
"Carpendale","Lockyer Valley Regional","Queensland",4344,-27.586280,152.151274,-27.569571,152.170097,-27.603509,152.132697
"Carrara","Gold Coast City","Queensland",4211,-28.021000,153.369000,-27.995087,153.395364,-28.045806,153.342539
"Carruchan","Cassowary Coast Regional","Queensland",4816,-18.231761,145.937284,-18.201602,145.983335,-18.288984,145.845499
"Carseldine","Brisbane City","Queensland",4034,-27.349000,153.018000,-27.331562,153.033501,-27.360158,153.003548
"Carters Ridge","Gympie Regional","Queensland",4563,-26.450120,152.773543,-26.430352,152.793889,-26.473046,152.747978
"Cashmere","Moreton Bay Regional","Queensland",4500,-27.283333,152.916667,-27.253572,152.939971,-27.333027,152.866398
"Castaways Beach","Noosa Shire","Queensland",4567,-26.432000,153.101000,-26.420840,153.108388,-26.444752,153.084904
"Castle Hill (Qld)","Townsville City","Queensland",4810,-19.258400,146.800500,-19.244964,146.811780,-19.263949,146.788164
"Cawarral","Livingstone Shire","Queensland",4702,-23.255924,150.663350,-23.212717,150.723824,-23.289262,150.624544
"Cecil Plains","Toowoomba Regional","Queensland",4407,-27.533333,151.200000,-27.398899,151.293760,-27.622051,151.071758
"Cedar Creek (Gold Coast - Qld)","","Queensland",4207,-27.826944,153.181389,-27.797749,153.216385,-27.897176,153.137184
"Cedar Creek (Moreton Bay - Qld)","Moreton Bay Regional","Queensland",4520,-27.335833,152.821944,-27.311550,152.854440,-27.356635,152.775159
"Cedar Grove","Logan City","Queensland",4285,-27.859052,152.975034,-27.838022,153.006156,-27.881719,152.942595
"Cedar Pocket","Gympie Regional","Queensland",4570,-26.208839,152.791183,-26.177721,152.830904,-26.248235,152.729816
"Cedar Vale","Logan City","Queensland",4285,-27.877603,153.008871,-27.863991,153.018018,-27.895756,152.986075
"Centenary Heights","Toowoomba Regional","Queensland",4350,-27.586000,151.962000,-27.576377,151.971388,-27.596133,151.952147
"Chambers Flat","Logan City","Queensland",4133,-27.753400,153.091000,-27.718810,153.120386,-27.774525,153.037828
"Chances Plain","Western Downs Regional","Queensland",4413,-26.718324,150.680047,-26.681496,150.833329,-26.789004,150.658410
"Chandler (Qld)","Brisbane City","Queensland",4155,-27.514000,153.156000,-27.500378,153.201490,-27.533130,153.141631
"Chapel Hill (Qld)","Brisbane City","Queensland",4069,-27.500930,152.946850,-27.481955,152.962068,-27.516937,152.935875
"Charleville","Murweh Shire","Queensland",4470,-26.402062,146.245360,-26.227568,146.438686,-26.546997,146.116957
"Charlwood","Scenic Rim Regional","Queensland",4309,-28.007859,152.579603,-27.977362,152.605691,-28.044394,152.548827
"Chatsworth (Qld)","Gympie Regional","Queensland",4570,-26.144000,152.614000,-26.109816,152.647957,-26.167486,152.566272
"Chelmer","Brisbane City","Queensland",4068,-27.516300,152.975900,-27.505293,152.988865,-27.519519,152.966803
"Cherbourg","Cherbourg Aboriginal Shire","Queensland",4605,-26.289252,151.956806,-26.256304,151.978890,-26.318923,151.886441
"Chermside","Brisbane City","Queensland",4032,-27.385934,153.029475,-27.374216,153.046112,-27.396584,153.020321
"Chermside West","Brisbane City","Queensland",4032,-27.381389,153.012222,-27.374597,153.023425,-27.395012,153.000351
"Chevallum","Sunshine Coast Regional","Queensland",4555,-26.700000,152.983333,-26.676669,153.011176,-26.723340,152.976545
"Chewko","Mareeba Shire","Queensland",4880,-17.087631,145.361925,-17.020192,145.399971,-17.119064,145.342284
"Childers (Qld)","Bundaberg Regional","Queensland",4660,-25.237004,152.268527,-25.215953,152.296509,-25.277675,152.240544
"Chillagoe","Mareeba Shire","Queensland",4871,-17.152514,144.518726,-16.900724,144.967776,-17.306338,144.351337
"Chinchilla","Western Downs Regional","Queensland",4413,-26.755400,150.628492,-26.694039,150.679252,-26.806372,150.575420
"Churchable","Lockyer Valley Regional","Queensland",4311,-27.422480,152.368251,-27.399339,152.414132,-27.451881,152.335758
"Churchill (Qld)","Ipswich City","Queensland",4305,-27.635278,152.751111,-27.623738,152.756819,-27.647141,152.745839
"Chuwar","","Queensland",4306,-27.563889,152.779167,-27.530856,152.804820,-27.578128,152.747376
"Cinnabar","","Australian Capital Territory",2604,-35.313713,149.147289,0.000000,0.000000,0.000000,0.000000
"Clagiraba","Gold Coast City","Queensland",4211,-27.996194,153.238569,-27.955431,153.288845,-28.030923,153.200711
"Clare (Qld)","Burdekin Shire","Queensland",4807,-19.783333,147.233333,-19.751044,147.245059,-19.913374,147.140796
"Clarendon (Qld)","Somerset Regional","Queensland",4311,-27.438994,152.515747,-27.412124,152.564694,-27.447082,152.487294
"Clayfield","Brisbane City","Queensland",4011,-27.418000,153.057000,-27.405781,153.064538,-27.429623,153.044628
"Clear Island Waters","Gold Coast City","Queensland",4226,-28.042000,153.398000,-28.031039,153.408846,-28.056534,153.385866
"Clear Mountain","Moreton Bay Regional","Queensland",4500,-27.310000,152.880000,-27.293811,152.917266,-27.343515,152.864599
"Clermont","Isaac Regional","Queensland",4721,-22.831886,147.629031,-22.465091,147.806579,-23.009169,147.068717
"Cleveland (Qld)","Redland City","Queensland",4163,-27.533333,153.266667,-27.504346,153.296332,-27.549720,153.242179
"Clifton (Qld)","Toowoomba Regional","Queensland",4361,-27.937309,151.916601,-27.912119,151.990097,-27.962873,151.839974
"Clifton Beach (Qld)","Cairns Regional","Queensland",4879,-16.770538,145.671740,-16.756621,145.688825,-16.784185,145.650457
"Clinton (Qld)","Gladstone Regional","Queensland",4680,-23.877500,151.220000,-23.864719,151.238423,-23.890039,151.202292
"Cloncurry","Cloncurry Shire","Queensland",4824,-20.706393,140.509326,-20.102455,141.082762,-20.915327,139.723176
"Clontarf (Moreton Bay - Qld)","Moreton Bay Regional","Queensland",4019,-27.246300,153.082700,-27.226260,153.095966,-27.264505,153.053877
"Closeburn","Moreton Bay Regional","Queensland",4520,-27.326400,152.864900,-27.306746,152.890328,-27.349010,152.844599
"Cloyna","South Burnett Regional","Queensland",4605,-26.113451,151.835071,-26.080944,151.860412,-26.146224,151.784967
"Cluden","Townsville City","Queensland",4811,-19.316667,146.833333,-19.295600,146.851447,-19.325837,146.812919
"Coalfalls","Ipswich City","Queensland",4305,-27.606258,152.742676,-27.602471,152.748895,-27.610543,152.737118
"Coalstoun Lakes","North Burnett Regional","Queensland",4621,-25.615751,151.908582,-25.569491,151.940400,-25.664064,151.848315
"Coconuts","Cassowary Coast Regional","Queensland",4860,-17.502397,146.066813,-17.495056,146.072150,-17.508709,146.057519
"Coen","Cook Shire","Queensland",4892,-13.941667,143.200000,-13.240752,143.930741,-14.377054,142.500770
"Coes Creek","Sunshine Coast Regional","Queensland",4560,-26.650000,152.950000,-26.639218,152.955873,-26.658560,152.931563
"Coleyville","Scenic Rim Regional","Queensland",4307,-27.791897,152.579603,-27.762921,152.634253,-27.844106,152.543350
"Collingwood Park (Qld)","Ipswich City","Queensland",4301,-27.616667,152.850000,-27.605241,152.872696,-27.641289,152.839938
"Collinsville (Qld)","Whitsunday Regional","Queensland",4804,-20.550000,147.850000,-20.523822,147.857391,-20.590458,147.783713
"Colosseum","Città Metropolitana di Roma","Lazio",00184,41.890210,12.492231,0.000000,0.000000,0.000000,0.000000
"Comet","Central Highlands Regional","Queensland",4702,-23.605255,148.545035,-23.401647,148.873541,-23.932048,148.255330
"Cona Creek","Central Highlands Regional","Queensland",4722,-24.130024,147.942633,-24.051726,148.058258,-24.395089,147.721305
"Condamine","Western Downs Regional","Queensland",4416,-26.928274,150.131859,-26.808111,150.297983,-27.147363,149.886678
"Condon","Townsville City","Queensland",4815,-19.331944,146.723611,-19.318918,146.729415,-19.340830,146.701850
"Conondale","Sunshine Coast Regional","Queensland",4552,-26.743513,152.731437,-26.669839,152.777839,-26.816629,152.582116
"Conway","Maribyrnong City","Victoria",3011,-37.801534,144.906484,0.000000,0.000000,0.000000,0.000000
"Coochiemudlo Island","Redland City","Queensland",4184,-27.569231,153.331400,-27.562760,153.338770,-27.574969,153.318543
"Coochin","Scenic Rim Regional","Queensland",4310,-28.118365,152.644963,-28.079784,152.691489,-28.164121,152.602861
"Coochin Creek","Sunshine Coast Regional","Queensland",4519,-26.903929,153.070233,-26.843736,153.117400,-26.938480,152.993569
"Cooee Bay","Livingstone Shire","Queensland",4703,-23.141944,150.755556,-23.131967,150.819501,-23.151630,150.751326
"Cooktown","Cook Shire","Queensland",4895,-15.475816,145.247098,-15.061939,145.349021,-15.681767,144.672885
"Coolabunia","South Burnett Regional","Queensland",4610,-26.586650,151.896145,-26.560642,151.927513,-26.633274,151.849986
"Coolana","Somerset Regional","Queensland",4311,-27.517778,152.550000,-27.497190,152.582094,-27.530606,152.523872
"Coolangatta (Qld)","Gold Coast City","Queensland",4225,-28.166667,153.533333,-28.162486,153.551850,-28.177639,153.520297
"Coolmunda","Goondiwindi Regional","Queensland",4387,-28.475480,151.213191,-28.339892,151.288882,-28.537148,151.134013
"Cooloola","Gympie Regional","Queensland",4580,-26.037586,153.035227,-25.887708,153.191507,-26.154771,152.868834
"Cooloola Cove","Gympie Regional","Queensland",4580,-25.985783,153.008871,-25.956473,153.018637,-26.017366,152.968310
"Cooloolabin","Sunshine Coast Regional","Queensland",4560,-26.557153,152.907191,-26.502339,152.935429,-26.571399,152.859204
"Coolum Beach","Sunshine Coast Regional","Queensland",4573,-26.527692,153.073633,-26.496209,153.100927,-26.569395,153.036607
"Coombabah","Gold Coast City","Queensland",4216,-27.903350,153.382567,-27.889116,153.388830,-27.931415,153.343657
"Coomera","Gold Coast City","Queensland",4209,-27.845800,153.340600,-27.820583,153.385172,-27.876863,153.302679
"Coominya","Somerset Regional","Queensland",4311,-27.391944,152.500000,-27.323221,152.564801,-27.427404,152.381882
"Coonarr","Bundaberg Regional","Queensland",4670,-24.974526,152.449682,-24.925315,152.505665,-25.010712,152.436412
"Coopers Plains","Brisbane City","Queensland",4108,-27.570300,153.037200,-27.557348,153.052173,-27.576086,153.020757
"Cooran","Noosa Shire","Queensland",4569,-26.335278,152.823611,-26.295813,152.853359,-26.380279,152.762990
"Cooranga","Western Downs Regional","Queensland",4408,-26.773348,151.486234,-26.724112,151.520103,-26.876237,151.123683
"Cooroibah","Noosa Shire","Queensland",4565,-26.354169,152.997098,-26.319881,153.042393,-26.380113,152.948415
"Cooroy","Noosa Shire","Queensland",4563,-26.418207,152.911257,-26.380057,152.937091,-26.469279,152.867551
"Coorparoo","Brisbane City","Queensland",4151,-27.501000,153.062000,-27.480821,153.075786,-27.515190,153.047641
"Coorumba","Cassowary Coast Regional","Queensland",4860,-17.568964,145.919154,-17.541478,145.938007,-17.597912,145.882451
"Cootharaba","Noosa Shire","Queensland",4565,-26.281109,152.932360,-26.231664,152.987676,-26.333222,152.884276
"Coowonga","Livingstone Shire","Queensland",4702,-23.316667,150.733333,-23.272230,150.762549,-23.348577,150.688818
"Cooya Beach","Douglas Shire","Queensland",4873,-16.442259,145.430549,-16.434011,145.442891,-16.454177,145.400770
"Cooyar","Toowoomba Regional","Queensland",4402,-26.993523,151.788640,-26.915017,151.901666,-27.015566,151.756082
"Coppabella (Qld)","Isaac Regional","Queensland",4741,-21.917493,148.359127,-21.784034,148.502143,-22.129379,148.136885
"Coral Cove","Bundaberg Regional","Queensland",4670,-24.884990,152.482704,-24.873241,152.489303,-24.890872,152.467087
"Coral Sea (Gladstone - Qld)","Gladstone Regional","Queensland",4680,-23.842649,151.248859,-23.831113,151.264427,-23.851756,151.231507
"Coral Sea (Whitsunday - Qld)","","",,-19.391955,155.856065,-7.528605,169.812445,-30.000000,141.037821
"Cordalba","Bundaberg Regional","Queensland",4660,-25.166667,152.216667,-25.136632,152.228950,-25.180298,152.185813
"Cordelia","Hinchinbrook Shire","Queensland",4850,-18.595745,146.259054,-18.586699,146.282460,-18.630499,146.219226
"Corfield","Winton Shire","Queensland",4733,-22.380386,143.047530,-21.308656,144.501776,-22.799262,142.568892
"Corinda","Brisbane City","Queensland",4075,-27.544273,152.982383,-27.535160,152.996922,-27.551154,152.967596
"Cornubia","Logan City","Queensland",4130,-27.650000,153.200000,-27.639468,153.239059,-27.680718,153.188786
"Cotswold Hills","Toowoomba Regional","Queensland",4350,-27.523000,151.893000,-27.510616,151.909414,-27.535650,151.876931
"Cottonvale (Qld)","Southern Downs Regional","Queensland",4375,-28.518434,151.940409,-28.497162,151.958182,-28.540094,151.921436
"Cow Bay","Douglas Shire","Queensland",4873,-16.231920,145.456255,-16.196383,145.477705,-16.245005,145.389270
"Cowley Beach","Cassowary Coast Regional","Queensland",4871,-17.698158,146.097663,-17.598944,146.201365,-17.711274,146.058308
"Cracow","Banana Shire","Queensland",4719,-25.293109,150.295405,-25.170002,150.476718,-25.490451,150.155945
"Craiglie","Douglas Shire","Queensland",4877,-16.535937,145.460146,-16.510342,145.496428,-16.549109,145.434182
"Craignish","Fraser Coast Regional","Queensland",4655,-25.285425,152.726510,-25.256110,152.750961,-25.302621,152.699347
"Cranbrook (Qld)","Townsville City","Queensland",4814,-19.309000,146.751000,-19.292603,146.762162,-19.317710,146.739997
"Cranley","Toowoomba Regional","Queensland",4350,-27.512000,151.926000,-27.493057,151.944423,-27.531725,151.906455
"Crediton","Devon","England",EX17,50.792592,-3.651495,50.797356,-3.632150,50.775212,-3.680624
"Cremorne (Qld)","Mackay Regional","Queensland",4740,-21.132737,149.187436,-21.126031,149.210594,-21.140059,149.173176
"Crestmead","Logan City","Queensland",4132,-27.689722,153.088056,-27.672177,153.105108,-27.700289,153.066859
"Croftby","Scenic Rim Regional","Queensland",4310,-28.132189,152.621460,-28.106416,152.656392,-28.192677,152.537442
"Crohamhurst","Sunshine Coast Regional","Queensland",4519,-26.813800,152.880200,-26.783447,152.890134,-26.837254,152.831967
"Crossdale","Somerset Regional","Queensland",4312,-27.199662,152.530473,-27.058788,152.641826,-27.234676,152.483431
"Crossroads","","South Australia",5009,-34.873915,138.550033,0.000000,0.000000,0.000000,0.000000
"Crows Nest (Qld)","Toowoomba Regional","Queensland",4355,-27.266667,152.050000,-27.199322,152.139826,-27.321647,152.002797
"Croydon (Qld)","Croydon Shire","Queensland",4871,-18.206073,142.243573,-17.491776,142.625464,-18.732464,141.838975
"Cullinane","Cassowary Coast Regional","Queensland",4860,-17.510778,146.023605,-17.507137,146.034812,-17.515830,146.010558
"Cungulla","Townsville City","Queensland",4816,-19.406921,147.109775,-19.383782,147.117307,-19.411845,147.106000
"Cunnamulla","Paroo Shire","Queensland",4490,-28.076096,145.687704,-27.717021,146.305911,-28.370993,145.271928
"Curra","Gympie Regional","Queensland",4570,-26.066667,152.583333,-26.025286,152.681187,-26.117871,152.508872
"Currajong","Townsville City","Queensland",4812,-19.276944,146.777500,-19.269724,146.789195,-19.281463,146.769106
"Currimundi","Sunshine Coast Regional","Queensland",4551,-26.770000,153.122000,-26.756395,153.138017,-26.778340,153.109387
"Currumbin","Gold Coast City","Queensland",4223,-28.136000,153.483000,-28.124607,153.493087,-28.145875,153.472090
"Currumbin Valley","Gold Coast City","Queensland",4223,-28.170000,153.434167,-28.158426,153.457866,-28.250548,153.336319
"Currumbin Waters","Gold Coast City","Queensland",4223,-28.158000,153.469000,-28.135338,153.486098,-28.179457,153.445573
"Cushnie","South Burnett Regional","Queensland",4608,-26.338687,151.757828,-26.306792,151.802678,-26.395768,151.684908
"D'Aguilar","Moreton Bay Regional","Queensland",4514,-26.977800,152.802000,-26.972527,152.835150,-26.997757,152.765824
"Daintree","Douglas Shire","Queensland",4873,-16.170031,145.418461,0.000000,0.000000,0.000000,0.000000
"Daisy Hill (Qld)","Logan City","Queensland",4127,-27.633333,153.166667,-27.606867,153.175745,-27.649331,153.133107
"Dajarra","Cloncurry Shire","Queensland",4825,-21.694554,139.513907,-21.362603,139.935502,-22.290726,139.232628
"Dakabin","Moreton Bay Regional","Queensland",4503,-27.222061,152.985326,-27.211738,153.003320,-27.234875,152.967408
"Dalby","Western Downs Regional","Queensland",4405,-27.194423,151.265980,-27.030416,151.385557,-27.251910,151.141391
"Dalcouth","Southern Downs Regional","Queensland",4380,-28.657532,151.987247,-28.630808,152.015967,-28.684708,151.964829
"Dallarnil","North Burnett Regional","Queensland",4621,-25.346904,152.064116,-25.273177,152.111924,-25.436208,151.976184
"Dalveen","Southern Downs Regional","Queensland",4374,-28.486000,151.971000,-28.371822,152.067875,-28.528095,151.822379
"Dalysford","Bundaberg Regional","Queensland",4671,-25.019245,151.893584,-24.986484,151.920805,-25.046536,151.871852
"Dargal Road","Maranoa Regional","Queensland",4455,-26.509648,148.678783,-26.416881,148.774566,-26.569415,148.622966
"Darling Heights","Toowoomba Regional","Queensland",4350,-27.606000,151.923000,-27.590390,151.937781,-27.620997,151.907507
"Darlington (Qld)","Scenic Rim Regional","Queensland",4285,-28.242224,153.059690,-28.177713,153.110728,-28.289093,153.021945
"Darra","Brisbane City","Queensland",4076,-27.570639,152.952957,-27.553428,152.966547,-27.582919,152.937723
"Dauan Island","Torres Strait Island Regional","Queensland",4875,-9.421736,142.536230,-9.410506,142.551742,-9.436104,142.527380
"Dayboro","Moreton Bay Regional","Queensland",4521,-27.196196,152.824270,-27.179378,152.853244,-27.224060,152.797266
"Deagon","Brisbane City","Queensland",4017,-27.328000,153.060000,-27.319492,153.071061,-27.335744,153.045737
"Deception Bay","Moreton Bay Regional","Queensland",4508,-27.200000,153.033333,-27.153787,153.044767,-27.210109,152.981550
"Deebing Heights","Ipswich City","Queensland",4306,-27.683333,152.766667,-27.662946,152.778604,-27.712301,152.744379
"Deepwater (Qld)","Gladstone Regional","Queensland",4674,-24.427975,151.945939,-24.257205,152.042834,-24.495751,151.860897
"Deeragun","Townsville City","Queensland",4818,-19.250000,146.666667,-19.234443,146.693267,-19.263481,146.652252
"Degilbo","North Burnett Regional","Queensland",4621,-25.471850,151.985051,-25.424538,152.054183,-25.531716,151.910391
"Delan","Bundaberg Regional","Queensland",4671,-25.017693,152.045811,-24.975186,152.091386,-25.050936,152.011001
"Delaneys Creek","Moreton Bay Regional","Queensland",4514,-27.012500,152.773889,-26.981427,152.813395,-27.041853,152.726945
"Depot Hill","Rockhampton Regional","Queensland",4700,-23.391456,150.521136,-23.382877,150.532214,-23.400582,150.507687
"Deuchar","Southern Downs Regional","Queensland",4362,-28.099858,151.940409,-28.074352,152.006275,-28.122268,151.885068
"Diamond Valley","","Victoria",3095,-37.733535,145.141850,0.000000,0.000000,0.000000,0.000000
"Dicky Beach","Sunshine Coast Regional","Queensland",4551,-26.783000,153.133000,-26.777734,153.141318,-26.789868,153.129711
"Didcot","Oxfordshire","England",OX11,51.608044,-1.244840,51.624216,-1.219657,51.594393,-1.266715
"Diddillibah","Sunshine Coast Regional","Queensland",4559,-26.650000,153.033333,-26.633625,153.059171,-26.663629,152.988762
"Dimbulah","Mareeba Shire","Queensland",4872,-17.165183,145.084123,-17.031202,145.196823,-17.375293,144.934685
"Dingo","Central Highlands Regional","Queensland",4702,-23.646752,149.334355,-23.351254,149.478263,-23.890612,148.960665
"Dingo Beach","Whitsunday Regional","Queensland",4800,-20.092622,148.501543,-20.081653,148.519239,-20.097789,148.487876
"Dingo Pocket","Cassowary Coast Regional","Queensland",4854,-17.903635,145.813553,-17.884324,145.865971,-17.973166,145.765549
"Dinmore","Ipswich City","Queensland",4303,-27.600000,152.833333,-27.590321,152.840602,-27.602989,152.827733
"Dirranbandi","Balonne Shire","Queensland",4486,-28.578020,148.229196,-28.020588,148.731156,-28.999149,147.241081
"Dolphin Heads","Mackay Regional","Queensland",4740,-21.033943,149.184612,0.000000,0.000000,0.000000,0.000000
"Donnybrook (Qld)","Moreton Bay Regional","Queensland",4510,-27.000000,153.066667,-26.969459,153.094816,-27.031228,153.028208
"Doolandella","Brisbane City","Queensland",4077,-27.616667,152.983333,-27.604062,152.998639,-27.623507,152.971593
"Doomadgee","Doomadgee Aboriginal Shire","Queensland",4830,-17.940777,138.826950,-17.469272,138.902547,-18.018715,138.576884
"Doonan","","Queensland",4562,-26.442000,153.011000,-26.419936,153.063910,-26.484857,152.974065
"Douglas (Townsville - Qld)","Townsville City","Queensland",4814,-19.322223,146.758058,-19.307754,146.768495,-19.338659,146.728482
"Draper","Moreton Bay Regional","Queensland",4520,-27.350000,152.890000,-27.335196,152.928811,-27.380484,152.882974
"Drayton","Toowoomba Regional","Queensland",4350,-27.600000,151.906000,-27.581296,151.927844,-27.618047,151.883785
"Drewvale","Brisbane City","Queensland",4116,-27.650000,153.050000,-27.638432,153.070808,-27.656795,153.040336
"Drillham","Western Downs Regional","Queensland",4424,-26.640416,149.983677,-26.527095,150.044700,-26.734470,149.798272
"Duaringa","","Queensland",4712,-23.717745,149.672725,-23.503096,149.820466,-23.887325,149.526987
"Duckinwilla","Fraser Coast Regional","Queensland",4650,-25.409306,152.620542,-25.321765,152.654756,-25.486082,152.327056
"Ducklo","Western Downs Regional","Queensland",4405,-27.293530,150.982650,-27.165920,151.123737,-27.375516,150.956061
"Dugandan","Scenic Rim Regional","Queensland",4310,-28.021389,152.677778,-27.996565,152.714556,-28.046249,152.641018
"Dulacca","Western Downs Regional","Queensland",4425,-26.647379,149.770269,-26.566543,149.869675,-26.826638,149.662831
"Dulong","Sunshine Coast Regional","Queensland",4560,-26.639850,152.902940,-26.623067,152.916478,-26.662995,152.871602
"Dululu","Banana Shire","Queensland",4702,-23.850846,150.254139,-23.781616,150.347554,-23.913778,150.196260
"Dumbleton","Gloucestershire","England",WR11 7TQ,52.023051,-1.976611,0.000000,0.000000,0.000000,0.000000
"Dundathu","Fraser Coast Regional","Queensland",4650,-25.467621,152.723571,-25.456209,152.757142,-25.485842,152.691407
"Dundowran","Fraser Coast Regional","Queensland",4655,-25.294782,152.773543,-25.281872,152.805313,-25.311259,152.745876
"Dundowran Beach","Fraser Coast Regional","Queensland",4655,-25.270608,152.761784,-25.258143,152.797864,-25.287622,152.737086
"Dunk","Cassowary Coast Regional","Queensland",4852,-17.944559,146.153289,-17.926365,146.178504,-17.969058,146.136345
"Dunkeld (Qld)","Maranoa Regional","Queensland",4465,-27.142422,148.038269,-26.835229,148.322333,-27.484251,147.707515
"Dunnrock","Mackay Regional","Queensland",4740,-21.272665,149.165166,-21.248051,149.203293,-21.287059,149.162153
"Dunwich","Redland City","Queensland",4183,-27.500000,153.400000,-27.488024,153.416362,-27.507749,153.396400
"Durack (Qld)","Brisbane City","Queensland",4077,-27.583333,152.983333,-27.576453,152.998209,-27.604749,152.974239
"Durong","South Burnett Regional","Queensland",4610,-26.384816,151.370682,-26.276698,151.477694,-26.509198,151.076832
"Dutton Park","Brisbane City","Queensland",4102,-27.494167,153.025833,-27.488563,153.034751,-27.500755,153.018870
"Dynevor","Bulloo Shire","Queensland",4492,-28.301452,144.164463,-27.912083,144.829883,-28.775268,143.688271
"Dysart (Qld)","Isaac Regional","Queensland",4745,-22.588351,148.349823,-22.101405,148.715104,-22.949835,147.943980
"Eagle Farm","Brisbane City","Queensland",4009,-27.433000,153.083000,-27.415380,153.108518,-27.447736,153.071084
"Eagleby","Logan City","Queensland",4207,-27.703056,153.219444,-27.678625,153.244245,-27.727321,153.195136
"Earlville","Cairns Regional","Queensland",4870,-16.950840,145.732835,-16.937225,145.749900,-16.955340,145.715028
